Date,co2,no2,sootA,sootM
494171617,73,35,18,194
494171618,240,34,21,285
494171619,128,32,13,300
494171620,144,32,19,288
494171621,294,37,14,281
494171622,56,45,25,364
494171623,248,30,13,183
494171624,47,39,23,98
494171625,19,45,20,435
494171626,370,39,14,37
494171627,424,40,21,302
494171628,463,41,17,140
494171629,24,31,17,225
494171630,358,45,17,438
494171631,411,42,15,40
494171632,271,34,23,49
494171633,116,41,20,412
494171634,284,43,25,469
494171635,396,37,24,53
494171636,1,35,12,246
494171637,473,40,21,181
494171638,200,32,17,73
494171639,237,35,12,441
494171640,100,42,17,303
494171641,336,39,15,150
494171642,394,30,14,146
494171643,310,41,13,205
494171644,242,43,12,160
494171645,114,34,12,295
494171646,472,31,17,347
494171647,161,35,16,245
494171648,422,34,14,48
494171649,73,35,18,194
494171650,240,34,21,285
494171651,128,32,13,300
494171652,144,32,19,288
494171653,294,37,14,281
494171654,56,45,25,364
494171655,248,30,13,183
494171656,47,39,23,98
494171657,19,45,20,435
494171658,370,39,14,37
494171659,424,40,21,302
494171660,463,41,17,140
494171661,24,31,17,225
494171662,358,45,17,438
494171663,411,42,15,40
494171664,271,34,23,49
494171665,116,41,20,412
494171666,284,43,25,469
494171667,396,37,24,53
494171668,1,35,12,246
494171669,473,40,21,181
494171670,200,32,17,73
494171671,237,35,12,441
494171672,100,42,17,303
494171673,336,39,15,150
494171674,394,30,14,146
494171675,310,41,13,205
494171676,242,43,12,160
494171677,114,34,12,295
494171678,472,31,17,347
494171679,161,35,16,245
494171680,422,34,14,48
494171681,73,35,18,194
494171682,240,34,21,285
494171683,128,32,13,300
494171684,144,32,19,288
494171685,294,37,14,281
494171686,56,45,25,364
494171687,248,30,13,183
494171688,47,39,23,98
494171689,19,45,20,435
494171690,370,39,14,37
494171691,424,40,21,302
494171692,463,41,17,140
494171693,24,31,17,225
494171694,358,45,17,438
494171695,411,42,15,40
494171696,271,34,23,49
494171697,116,41,20,412
494171698,284,43,25,469
494171699,396,37,24,53
494171700,1,35,12,246
494171701,473,40,21,181
494171702,200,32,17,73
494171703,237,35,12,441
494171704,100,42,17,303
494171705,336,39,15,150
494171706,394,30,14,146
494171707,310,41,13,205
494171708,242,43,12,160
494171709,114,34,12,295
494171710,472,31,17,347
494171711,161,35,16,245
494171712,422,34,14,48
494171713,73,35,18,194
494171714,240,34,21,285
494171715,128,32,13,300
494171716,144,32,19,288
494171717,294,37,14,281
494171718,56,45,25,364
494171719,248,30,13,183
494171720,47,39,23,98
494171721,19,45,20,435
494171722,370,39,14,37
494171723,424,40,21,302
494171724,463,41,17,140
494171725,24,31,17,225
494171726,358,45,17,438
494171727,411,42,15,40
494171728,271,34,23,49
494171729,116,41,20,412
494171730,284,43,25,469
494171731,396,37,24,53
494171732,1,35,12,246
494171733,473,40,21,181
494171734,200,32,17,73
494171735,237,35,12,441
494171736,100,42,17,303
494171737,336,39,15,150
494171738,394,30,14,146
494171739,310,41,13,205
494171740,242,43,12,160
494171741,114,34,12,295
494171742,472,31,17,347
494171743,161,35,16,245
494171744,422,34,14,48
494171745,73,35,18,194
494171746,240,34,21,285
494171747,128,32,13,300
494171748,144,32,19,288
494171749,294,37,14,281
494171750,56,45,25,364
494171751,248,30,13,183
494171752,47,39,23,98
494171753,19,45,20,435
494171754,370,39,14,37
494171755,424,40,21,302
494171756,463,41,17,140
494171757,24,31,17,225
494171758,358,45,17,438
494171759,411,42,15,40
494171760,271,34,23,49
494171761,116,41,20,412
494171762,284,43,25,469
494171763,396,37,24,53
494171764,1,35,12,246
494171765,473,40,21,181
494171766,200,32,17,73
494171767,237,35,12,441
494171768,100,42,17,303
494171769,336,39,15,150
494171770,394,30,14,146
494171771,310,41,13,205
494171772,242,43,12,160
494171773,114,34,12,295
494171774,472,31,17,347
494171775,161,35,16,245
494171776,422,34,14,48
494171777,73,35,18,194
494171778,240,34,21,285
494171779,128,32,13,300
494171780,144,32,19,288
494171781,294,37,14,281
494171782,56,45,25,364
494171783,248,30,13,183
494171784,47,39,23,98
494171785,19,45,20,435
494171786,370,39,14,37
494171787,424,40,21,302
494171788,463,41,17,140
494171789,24,31,17,225
494171790,358,45,17,438
494171791,411,42,15,40
494171792,271,34,23,49
494171793,116,41,20,412
494171794,284,43,25,469
494171795,396,37,24,53
494171796,1,35,12,246
494171797,473,40,21,181
494171798,200,32,17,73
494171799,237,35,12,441
494171800,100,42,17,303
494171801,336,39,15,150
494171802,394,30,14,146
494171803,310,41,13,205
494171804,242,43,12,160
494171805,114,34,12,295
494171806,472,31,17,347
494171807,161,35,16,245
494171808,422,34,14,48
494171809,73,35,18,194
494171810,240,34,21,285
494171811,128,32,13,300
494171812,144,32,19,288
494171813,294,37,14,281
494171814,56,45,25,364
494171815,248,30,13,183
494171816,47,39,23,98
494171817,19,45,20,435
494171818,370,39,14,37
494171819,424,40,21,302
494171820,463,41,17,140
494171821,24,31,17,225
494171822,358,45,17,438
494171823,411,42,15,40
494171824,271,34,23,49
494171825,116,41,20,412
494171826,284,43,25,469
494171827,396,37,24,53
494171828,1,35,12,246
494171829,473,40,21,181
494171830,200,32,17,73
494171831,237,35,12,441
494171832,100,42,17,303
494171833,336,39,15,150
494171834,394,30,14,146
494171835,310,41,13,205
494171836,242,43,12,160
494171837,114,34,12,295
494171838,472,31,17,347
494171839,161,35,16,245
494171840,422,34,14,48
494171841,73,35,18,194
494171842,240,34,21,285
494171843,128,32,13,300
494171844,144,32,19,288
494171845,294,37,14,281
494171846,56,45,25,364
494171847,248,30,13,183
494171848,47,39,23,98
494171849,19,45,20,435
494171850,370,39,14,37
494171851,424,40,21,302
494171852,463,41,17,140
494171853,24,31,17,225
494171854,358,45,17,438
494171855,411,42,15,40
494171856,271,34,23,49
494171857,116,41,20,412
494171858,284,43,25,469
494171859,396,37,24,53
494171860,1,35,12,246
494171861,473,40,21,181
494171862,200,32,17,73
494171863,237,35,12,441
494171864,100,42,17,303
494171865,336,39,15,150
494171866,394,30,14,146
494171867,310,41,13,205
494171868,242,43,12,160
494171869,114,34,12,295
494171870,472,31,17,347
494171871,161,35,16,245
494171872,422,34,14,48
494171873,73,35,18,194
494171874,240,34,21,285
494171875,128,32,13,300
494171876,144,32,19,288
494171877,294,37,14,281
494171878,56,45,25,364
494171879,248,30,13,183
494171880,47,39,23,98
494171881,19,45,20,435
494171882,370,39,14,37
494171883,424,40,21,302
494171884,463,41,17,140
494171885,24,31,17,225
494171886,358,45,17,438
494171887,411,42,15,40
494171888,271,34,23,49
494171889,116,41,20,412
494171890,284,43,25,469
494171891,396,37,24,53
494171892,1,35,12,246
494171893,473,40,21,181
494171894,200,32,17,73
494171895,237,35,12,441
494171896,100,42,17,303
494171897,336,39,15,150
494171898,394,30,14,146
494171899,310,41,13,205
494171900,242,43,12,160
494171901,114,34,12,295
494171902,472,31,17,347
494171903,161,35,16,245
494171904,422,34,14,48
494171905,73,35,18,194
494171906,240,34,21,285
494171907,128,32,13,300
494171908,144,32,19,288
494171909,294,37,14,281
494171910,56,45,25,364
494171911,248,30,13,183
494171912,47,39,23,98
494171913,19,45,20,435
494171914,370,39,14,37
494171915,424,40,21,302
494171916,463,41,17,140
494171917,24,31,17,225
494171918,358,45,17,438
494171919,411,42,15,40
494171920,271,34,23,49
494171921,116,41,20,412
494171922,284,43,25,469
494171923,396,37,24,53
494171924,1,35,12,246
494171925,473,40,21,181
494171926,200,32,17,73
494171927,237,35,12,441
494171928,100,42,17,303
494171929,336,39,15,150
494171930,394,30,14,146
494171931,310,41,13,205
494171932,242,43,12,160
494171933,114,34,12,295
494171934,472,31,17,347
494171935,161,35,16,245
494171936,422,34,14,48
494171937,73,35,18,194
494171938,240,34,21,285
494171939,128,32,13,300
494171940,144,32,19,288
494171941,294,37,14,281
494171942,56,45,25,364
494171943,248,30,13,183
494171944,47,39,23,98
494171945,19,45,20,435
494171946,370,39,14,37
494171947,424,40,21,302
494171948,463,41,17,140
494171949,24,31,17,225
494171950,358,45,17,438
494171951,411,42,15,40
494171952,271,34,23,49
494171953,116,41,20,412
494171954,284,43,25,469
494171955,396,37,24,53
494171956,1,35,12,246
494171957,473,40,21,181
494171958,200,32,17,73
494171959,237,35,12,441
494171960,100,42,17,303
494171961,336,39,15,150
494171962,394,30,14,146
494171963,310,41,13,205
494171964,242,43,12,160
494171965,114,34,12,295
494171966,472,31,17,347
494171967,161,35,16,245
494171968,422,34,14,48
494171969,73,35,18,194
494171970,240,34,21,285
494171971,128,32,13,300
494171972,144,32,19,288
494171973,294,37,14,281
494171974,56,45,25,364
494171975,248,30,13,183
494171976,47,39,23,98
494171977,19,45,20,435
494171978,370,39,14,37
494171979,424,40,21,302
494171980,463,41,17,140
494171981,24,31,17,225
494171982,358,45,17,438
494171983,411,42,15,40
494171984,271,34,23,49
494171985,116,41,20,412
494171986,284,43,25,469
494171987,396,37,24,53
494171988,1,35,12,246
494171989,473,40,21,181
494171990,200,32,17,73
494171991,237,35,12,441
494171992,100,42,17,303
494171993,336,39,15,150
494171994,394,30,14,146
494171995,310,41,13,205
494171996,242,43,12,160
494171997,114,34,12,295
494171998,472,31,17,347
494171999,161,35,16,245
494172000,422,34,14,48
494172001,73,35,18,194
494172002,240,34,21,285
494172003,128,32,13,300
494172004,144,32,19,288
494172005,294,37,14,281
494172006,56,45,25,364
494172007,248,30,13,183
494172008,47,39,23,98
494172009,19,45,20,435
494172010,370,39,14,37
494172011,424,40,21,302
494172012,463,41,17,140
494172013,24,31,17,225
494172014,358,45,17,438
494172015,411,42,15,40
494172016,271,34,23,49
494172017,116,41,20,412
494172018,284,43,25,469
494172019,396,37,24,53
494172020,1,35,12,246
494172021,473,40,21,181
494172022,200,32,17,73
494172023,237,35,12,441
494172024,100,42,17,303
494172025,336,39,15,150
494172026,394,30,14,146
494172027,310,41,13,205
494172028,242,43,12,160
494172029,114,34,12,295
494172030,472,31,17,347
494172031,161,35,16,245
494172032,422,34,14,48
494172033,73,35,18,194
494172034,240,34,21,285
494172035,128,32,13,300
494172036,144,32,19,288
494172037,294,37,14,281
494172038,56,45,25,364
494172039,248,30,13,183
494172040,47,39,23,98
494172041,19,45,20,435
494172042,370,39,14,37
494172043,424,40,21,302
494172044,463,41,17,140
494172045,24,31,17,225
494172046,358,45,17,438
494172047,411,42,15,40
494172048,271,34,23,49
494172049,116,41,20,412
494172050,284,43,25,469
494172051,396,37,24,53
494172052,1,35,12,246
494172053,473,40,21,181
494172054,200,32,17,73
494172055,237,35,12,441
494172056,100,42,17,303
494172057,336,39,15,150
494172058,394,30,14,146
494172059,310,41,13,205
494172060,242,43,12,160
494172061,114,34,12,295
494172062,472,31,17,347
494172063,161,35,16,245
494172064,422,34,14,48
494172065,73,35,18,194
494172066,240,34,21,285
494172067,128,32,13,300
494172068,144,32,19,288
494172069,294,37,14,281
494172070,56,45,25,364
494172071,248,30,13,183
494172072,47,39,23,98
494172073,19,45,20,435
494172074,370,39,14,37
494172075,424,40,21,302
494172076,463,41,17,140
494172077,24,31,17,225
494172078,358,45,17,438
494172079,411,42,15,40
494172080,271,34,23,49
494172081,116,41,20,412
494172082,284,43,25,469
494172083,396,37,24,53
494172084,1,35,12,246
494172085,473,40,21,181
494172086,200,32,17,73
494172087,237,35,12,441
494172088,100,42,17,303
494172089,336,39,15,150
494172090,394,30,14,146
494172091,310,41,13,205
494172092,242,43,12,160
494172093,114,34,12,295
494172094,472,31,17,347
494172095,161,35,16,245
494172096,422,34,14,48
494172097,73,35,18,194
494172098,240,34,21,285
494172099,128,32,13,300
494172100,144,32,19,288
494172101,294,37,14,281
494172102,56,45,25,364
494172103,248,30,13,183
494172104,47,39,23,98
494172105,19,45,20,435
494172106,370,39,14,37
494172107,424,40,21,302
494172108,463,41,17,140
494172109,24,31,17,225
494172110,358,45,17,438
494172111,411,42,15,40
494172112,271,34,23,49
494172113,116,41,20,412
494172114,284,43,25,469
494172115,396,37,24,53
494172116,1,35,12,246
494172117,473,40,21,181
494172118,200,32,17,73
494172119,237,35,12,441
494172120,100,42,17,303
494172121,336,39,15,150
494172122,394,30,14,146
494172123,310,41,13,205
494172124,242,43,12,160
494172125,114,34,12,295
494172126,472,31,17,347
494172127,161,35,16,245
494172128,422,34,14,48
494172129,73,35,18,194
494172130,240,34,21,285
494172131,128,32,13,300
494172132,144,32,19,288
494172133,294,37,14,281
494172134,56,45,25,364
494172135,248,30,13,183
494172136,47,39,23,98
494172137,19,45,20,435
494172138,370,39,14,37
494172139,424,40,21,302
494172140,463,41,17,140
494172141,24,31,17,225
494172142,358,45,17,438
494172143,411,42,15,40
494172144,271,34,23,49
494172145,116,41,20,412
494172146,284,43,25,469
494172147,396,37,24,53
494172148,1,35,12,246
494172149,473,40,21,181
494172150,200,32,17,73
494172151,237,35,12,441
494172152,100,42,17,303
494172153,336,39,15,150
494172154,394,30,14,146
494172155,310,41,13,205
494172156,242,43,12,160
494172157,114,34,12,295
494172158,472,31,17,347
494172159,161,35,16,245
494172160,422,34,14,48
494172161,73,35,18,194
494172162,240,34,21,285
494172163,128,32,13,300
494172164,144,32,19,288
494172165,294,37,14,281
494172166,56,45,25,364
494172167,248,30,13,183
494172168,47,39,23,98
494172169,19,45,20,435
494172170,370,39,14,37
494172171,424,40,21,302
494172172,463,41,17,140
494172173,24,31,17,225
494172174,358,45,17,438
494172175,411,42,15,40
494172176,271,34,23,49
494172177,116,41,20,412
494172178,284,43,25,469
494172179,396,37,24,53
494172180,1,35,12,246
494172181,473,40,21,181
494172182,200,32,17,73
494172183,237,35,12,441
494172184,100,42,17,303
494172185,336,39,15,150
494172186,394,30,14,146
494172187,310,41,13,205
494172188,242,43,12,160
494172189,114,34,12,295
494172190,472,31,17,347
494172191,161,35,16,245
494172192,422,34,14,48
494172193,73,35,18,194
494172194,240,34,21,285
494172195,128,32,13,300
494172196,144,32,19,288
494172197,294,37,14,281
494172198,56,45,25,364
494172199,248,30,13,183
494172200,47,39,23,98
494172201,19,45,20,435
494172202,370,39,14,37
494172203,424,40,21,302
494172204,463,41,17,140
494172205,24,31,17,225
494172206,358,45,17,438
494172207,411,42,15,40
494172208,271,34,23,49
494172209,116,41,20,412
494172210,284,43,25,469
494172211,396,37,24,53
494172212,1,35,12,246
494172213,473,40,21,181
494172214,200,32,17,73
494172215,237,35,12,441
494172216,100,42,17,303
494172217,336,39,15,150
494172218,394,30,14,146
494172219,310,41,13,205
494172220,242,43,12,160
494172221,114,34,12,295
494172222,472,31,17,347
494172223,161,35,16,245
494172224,422,34,14,48
494172225,73,35,18,194
494172226,240,34,21,285
494172227,128,32,13,300
494172228,144,32,19,288
494172229,294,37,14,281
494172230,56,45,25,364
494172231,248,30,13,183
494172232,47,39,23,98
494172233,19,45,20,435
494172234,370,39,14,37
494172235,424,40,21,302
494172236,463,41,17,140
494172237,24,31,17,225
494172238,358,45,17,438
494172239,411,42,15,40
494172240,271,34,23,49
494172241,116,41,20,412
494172242,284,43,25,469
494172243,396,37,24,53
494172244,1,35,12,246
494172245,473,40,21,181
494172246,200,32,17,73
494172247,237,35,12,441
494172248,100,42,17,303
494172249,336,39,15,150
494172250,394,30,14,146
494172251,310,41,13,205
494172252,242,43,12,160
494172253,114,34,12,295
494172254,472,31,17,347
494172255,161,35,16,245
494172256,422,34,14,48
494172257,73,35,18,194
494172258,240,34,21,285
494172259,128,32,13,300
494172260,144,32,19,288
494172261,294,37,14,281
494172262,56,45,25,364
494172263,248,30,13,183
494172264,47,39,23,98
494172265,19,45,20,435
494172266,370,39,14,37
494172267,424,40,21,302
494172268,463,41,17,140
494172269,24,31,17,225
494172270,358,45,17,438
494172271,411,42,15,40
494172272,271,34,23,49
494172273,116,41,20,412
494172274,284,43,25,469
494172275,396,37,24,53
494172276,1,35,12,246
494172277,473,40,21,181
494172278,200,32,17,73
494172279,237,35,12,441
494172280,100,42,17,303
494172281,336,39,15,150
494172282,394,30,14,146
494172283,310,41,13,205
494172284,242,43,12,160
494172285,114,34,12,295
494172286,472,31,17,347
494172287,161,35,16,245
494172288,422,34,14,48
494172289,73,35,18,194
494172290,240,34,21,285
494172291,128,32,13,300
494172292,144,32,19,288
494172293,294,37,14,281
494172294,56,45,25,364
494172295,248,30,13,183
494172296,47,39,23,98
494172297,19,45,20,435
494172298,370,39,14,37
494172299,424,40,21,302
494172300,463,41,17,140
494172301,24,31,17,225
494172302,358,45,17,438
494172303,411,42,15,40
494172304,271,34,23,49
494172305,116,41,20,412
494172306,284,43,25,469
494172307,396,37,24,53
494172308,1,35,12,246
494172309,473,40,21,181
494172310,200,32,17,73
494172311,237,35,12,441
494172312,100,42,17,303
494172313,336,39,15,150
494172314,394,30,14,146
494172315,310,41,13,205
494172316,242,43,12,160
494172317,114,34,12,295
494172318,472,31,17,347
494172319,161,35,16,245
494172320,422,34,14,48
494172321,73,35,18,194
494172322,240,34,21,285
494172323,128,32,13,300
494172324,144,32,19,288
494172325,294,37,14,281
494172326,56,45,25,364
494172327,248,30,13,183
494172328,47,39,23,98
494172329,19,45,20,435
494172330,370,39,14,37
494172331,424,40,21,302
494172332,463,41,17,140
494172333,24,31,17,225
494172334,358,45,17,438
494172335,411,42,15,40
494172336,271,34,23,49
494172337,116,41,20,412
494172338,284,43,25,469
494172339,396,37,24,53
494172340,1,35,12,246
494172341,473,40,21,181
494172342,200,32,17,73
494172343,237,35,12,441
494172344,100,42,17,303
494172345,336,39,15,150
494172346,394,30,14,146
494172347,310,41,13,205
494172348,242,43,12,160
494172349,114,34,12,295
494172350,472,31,17,347
494172351,161,35,16,245
494172352,422,34,14,48
494172353,73,35,18,194
494172354,240,34,21,285
494172355,128,32,13,300
494172356,144,32,19,288
494172357,294,37,14,281
494172358,56,45,25,364
494172359,248,30,13,183
494172360,47,39,23,98
494172361,19,45,20,435
494172362,370,39,14,37
494172363,424,40,21,302
494172364,463,41,17,140
494172365,24,31,17,225
494172366,358,45,17,438
494172367,411,42,15,40
494172368,271,34,23,49
494172369,116,41,20,412
494172370,284,43,25,469
494172371,396,37,24,53
494172372,1,35,12,246
494172373,473,40,21,181
494172374,200,32,17,73
494172375,237,35,12,441
494172376,100,42,17,303
494172377,336,39,15,150
494172378,394,30,14,146
494172379,310,41,13,205
494172380,242,43,12,160
494172381,114,34,12,295
494172382,472,31,17,347
494172383,161,35,16,245
494172384,422,34,14,48
494172385,73,35,18,194
494172386,240,34,21,285
494172387,128,32,13,300
494172388,144,32,19,288
494172389,294,37,14,281
494172390,56,45,25,364
494172391,248,30,13,183
494172392,47,39,23,98
494172393,19,45,20,435
494172394,370,39,14,37
494172395,424,40,21,302
494172396,463,41,17,140
494172397,24,31,17,225
494172398,358,45,17,438
494172399,411,42,15,40
494172400,271,34,23,49
494172401,116,41,20,412
494172402,284,43,25,469
494172403,396,37,24,53
494172404,1,35,12,246
494172405,473,40,21,181
494172406,200,32,17,73
494172407,237,35,12,441
494172408,100,42,17,303
494172409,336,39,15,150
494172410,394,30,14,146
494172411,310,41,13,205
494172412,242,43,12,160
494172413,114,34,12,295
494172414,472,31,17,347
494172415,161,35,16,245
494172416,422,34,14,48
494172417,73,35,18,194
494172418,240,34,21,285
494172419,128,32,13,300
494172420,144,32,19,288
494172421,294,37,14,281
494172422,56,45,25,364
494172423,248,30,13,183
494172424,47,39,23,98
494172425,19,45,20,435
494172426,370,39,14,37
494172427,424,40,21,302
494172428,463,41,17,140
494172429,24,31,17,225
494172430,358,45,17,438
494172431,411,42,15,40
494172432,271,34,23,49
494172433,116,41,20,412
494172434,284,43,25,469
494172435,396,37,24,53
494172436,1,35,12,246
494172437,473,40,21,181
494172438,200,32,17,73
494172439,237,35,12,441
494172440,100,42,17,303
494172441,336,39,15,150
494172442,394,30,14,146
494172443,310,41,13,205
494172444,242,43,12,160
494172445,114,34,12,295
494172446,472,31,17,347
494172447,161,35,16,245
494172448,422,34,14,48
494172449,73,35,18,194
494172450,240,34,21,285
494172451,128,32,13,300
494172452,144,32,19,288
494172453,294,37,14,281
494172454,56,45,25,364
494172455,248,30,13,183
494172456,47,39,23,98
494172457,19,45,20,435
494172458,370,39,14,37
494172459,424,40,21,302
494172460,463,41,17,140
494172461,24,31,17,225
494172462,358,45,17,438
494172463,411,42,15,40
494172464,271,34,23,49
494172465,116,41,20,412
494172466,284,43,25,469
494172467,396,37,24,53
494172468,1,35,12,246
494172469,473,40,21,181
494172470,200,32,17,73
494172471,237,35,12,441
494172472,100,42,17,303
494172473,336,39,15,150
494172474,394,30,14,146
494172475,310,41,13,205
494172476,242,43,12,160
494172477,114,34,12,295
494172478,472,31,17,347
494172479,161,35,16,245
494172480,422,34,14,48
494172481,73,35,18,194
494172482,240,34,21,285
494172483,128,32,13,300
494172484,144,32,19,288
494172485,294,37,14,281
494172486,56,45,25,364
494172487,248,30,13,183
494172488,47,39,23,98
494172489,19,45,20,435
494172490,370,39,14,37
494172491,424,40,21,302
494172492,463,41,17,140
494172493,24,31,17,225
494172494,358,45,17,438
494172495,411,42,15,40
494172496,271,34,23,49
494172497,116,41,20,412
494172498,284,43,25,469
494172499,396,37,24,53
494172500,1,35,12,246
494172501,473,40,21,181
494172502,200,32,17,73
494172503,237,35,12,441
494172504,100,42,17,303
494172505,336,39,15,150
494172506,394,30,14,146
494172507,310,41,13,205
494172508,242,43,12,160
494172509,114,34,12,295
494172510,472,31,17,347
494172511,161,35,16,245
494172512,422,34,14,48
494172513,73,35,18,194
494172514,240,34,21,285
494172515,128,32,13,300
494172516,144,32,19,288
494172517,294,37,14,281
494172518,56,45,25,364
494172519,248,30,13,183
494172520,47,39,23,98
494172521,19,45,20,435
494172522,370,39,14,37
494172523,424,40,21,302
494172524,463,41,17,140
494172525,24,31,17,225
494172526,358,45,17,438
494172527,411,42,15,40
494172528,271,34,23,49
494172529,116,41,20,412
494172530,284,43,25,469
494172531,396,37,24,53
494172532,1,35,12,246
494172533,473,40,21,181
494172534,200,32,17,73
494172535,237,35,12,441
494172536,100,42,17,303
494172537,336,39,15,150
494172538,394,30,14,146
494172539,310,41,13,205
494172540,242,43,12,160
494172541,114,34,12,295
494172542,472,31,17,347
494172543,161,35,16,245
494172544,422,34,14,48
494172545,73,35,18,194
494172546,240,34,21,285
494172547,128,32,13,300
494172548,144,32,19,288
494172549,294,37,14,281
494172550,56,45,25,364
494172551,248,30,13,183
494172552,47,39,23,98
494172553,19,45,20,435
494172554,370,39,14,37
494172555,424,40,21,302
494172556,463,41,17,140
494172557,24,31,17,225
494172558,358,45,17,438
494172559,411,42,15,40
494172560,271,34,23,49
494172561,116,41,20,412
494172562,284,43,25,469
494172563,396,37,24,53
494172564,1,35,12,246
494172565,473,40,21,181
494172566,200,32,17,73
494172567,237,35,12,441
494172568,100,42,17,303
494172569,336,39,15,150
494172570,394,30,14,146
494172571,310,41,13,205
494172572,242,43,12,160
494172573,114,34,12,295
494172574,472,31,17,347
494172575,161,35,16,245
494172576,422,34,14,48
494172577,73,35,18,194
494172578,240,34,21,285
494172579,128,32,13,300
494172580,144,32,19,288
494172581,294,37,14,281
494172582,56,45,25,364
494172583,248,30,13,183
494172584,47,39,23,98
494172585,19,45,20,435
494172586,370,39,14,37
494172587,424,40,21,302
494172588,463,41,17,140
494172589,24,31,17,225
494172590,358,45,17,438
494172591,411,42,15,40
494172592,271,34,23,49
494172593,116,41,20,412
494172594,284,43,25,469
494172595,396,37,24,53
494172596,1,35,12,246
494172597,473,40,21,181
494172598,200,32,17,73
494172599,237,35,12,441
494172600,100,42,17,303
494172601,336,39,15,150
494172602,394,30,14,146
494172603,310,41,13,205
494172604,242,43,12,160
494172605,114,34,12,295
494172606,472,31,17,347
494172607,161,35,16,245
494172608,422,34,14,48
494172609,73,35,18,194
494172610,240,34,21,285
494172611,128,32,13,300
494172612,144,32,19,288
494172613,294,37,14,281
494172614,56,45,25,364
494172615,248,30,13,183
494172616,47,39,23,98
494172617,19,45,20,435
494172618,370,39,14,37
494172619,424,40,21,302
494172620,463,41,17,140
494172621,24,31,17,225
494172622,358,45,17,438
494172623,411,42,15,40
494172624,271,34,23,49
494172625,116,41,20,412
494172626,284,43,25,469
494172627,396,37,24,53
494172628,1,35,12,246
494172629,473,40,21,181
494172630,200,32,17,73
494172631,237,35,12,441
494172632,100,42,17,303
494172633,336,39,15,150
494172634,394,30,14,146
494172635,310,41,13,205
494172636,242,43,12,160
494172637,114,34,12,295
494172638,472,31,17,347
494172639,161,35,16,245
494172640,422,34,14,48
494172641,73,35,18,194
494172642,240,34,21,285
494172643,128,32,13,300
494172644,144,32,19,288
494172645,294,37,14,281
494172646,56,45,25,364
494172647,248,30,13,183
494172648,47,39,23,98
494172649,19,45,20,435
494172650,370,39,14,37
494172651,424,40,21,302
494172652,463,41,17,140
494172653,24,31,17,225
494172654,358,45,17,438
494172655,411,42,15,40
494172656,271,34,23,49
494172657,116,41,20,412
494172658,284,43,25,469
494172659,396,37,24,53
494172660,1,35,12,246
494172661,473,40,21,181
494172662,200,32,17,73
494172663,237,35,12,441
494172664,100,42,17,303
494172665,336,39,15,150
494172666,394,30,14,146
494172667,310,41,13,205
494172668,242,43,12,160
494172669,114,34,12,295
494172670,472,31,17,347
494172671,161,35,16,245
494172672,422,34,14,48
494172673,73,35,18,194
494172674,240,34,21,285
494172675,128,32,13,300
494172676,144,32,19,288
494172677,294,37,14,281
494172678,56,45,25,364
494172679,248,30,13,183
494172680,47,39,23,98
494172681,19,45,20,435
494172682,370,39,14,37
494172683,424,40,21,302
494172684,463,41,17,140
494172685,24,31,17,225
494172686,358,45,17,438
494172687,411,42,15,40
494172688,271,34,23,49
494172689,116,41,20,412
494172690,284,43,25,469
494172691,396,37,24,53
494172692,1,35,12,246
494172693,473,40,21,181
494172694,200,32,17,73
494172695,237,35,12,441
494172696,100,42,17,303
494172697,336,39,15,150
494172698,394,30,14,146
494172699,310,41,13,205
494172700,242,43,12,160
494172701,114,34,12,295
494172702,472,31,17,347
494172703,161,35,16,245
494172704,422,34,14,48
494172705,73,35,18,194
494172706,240,34,21,285
494172707,128,32,13,300
494172708,144,32,19,288
494172709,294,37,14,281
494172710,56,45,25,364
494172711,248,30,13,183
494172712,47,39,23,98
494172713,19,45,20,435
494172714,370,39,14,37
494172715,424,40,21,302
494172716,463,41,17,140
494172717,24,31,17,225
494172718,358,45,17,438
494172719,411,42,15,40
494172720,271,34,23,49
494172721,116,41,20,412
494172722,284,43,25,469
494172723,396,37,24,53
494172724,1,35,12,246
494172725,473,40,21,181
494172726,200,32,17,73
494172727,237,35,12,441
494172728,100,42,17,303
494172729,336,39,15,150
494172730,394,30,14,146
494172731,310,41,13,205
494172732,242,43,12,160
494172733,114,34,12,295
494172734,472,31,17,347
494172735,161,35,16,245
494172736,422,34,14,48
494172737,73,35,18,194
494172738,240,34,21,285
494172739,128,32,13,300
494172740,144,32,19,288
494172741,294,37,14,281
494172742,56,45,25,364
494172743,248,30,13,183
494172744,47,39,23,98
494172745,19,45,20,435
494172746,370,39,14,37
494172747,424,40,21,302
494172748,463,41,17,140
494172749,24,31,17,225
494172750,358,45,17,438
494172751,411,42,15,40
494172752,271,34,23,49
494172753,116,41,20,412
494172754,284,43,25,469
494172755,396,37,24,53
494172756,1,35,12,246
494172757,473,40,21,181
494172758,200,32,17,73
494172759,237,35,12,441
494172760,100,42,17,303
494172761,336,39,15,150
494172762,394,30,14,146
494172763,310,41,13,205
494172764,242,43,12,160
494172765,114,34,12,295
494172766,472,31,17,347
494172767,161,35,16,245
494172768,422,34,14,48
494172769,73,35,18,194
494172770,240,34,21,285
494172771,128,32,13,300
494172772,144,32,19,288
494172773,294,37,14,281
494172774,56,45,25,364
494172775,248,30,13,183
494172776,47,39,23,98
494172777,19,45,20,435
494172778,370,39,14,37
494172779,424,40,21,302
494172780,463,41,17,140
494172781,24,31,17,225
